rank,lemma,pos,frequency,article,gender,genitive,plural,auxiliary,past_3sg,participle_ii,translation,cefr,theme
2793,besetzen,VERB,2464,,,,,haben,besetzte,besetzt,to occupy,B1,common_verbs
2794,befolgen,VERB,2463,,,,,haben,befolgte,befolgt,to obey,B1,common_verbs
2795,Sklave,NOUN,2461,der,m,Sklaven,Sklaven,,,,the slave,B2,work
2796,Laune,NOUN,2459,die,f,Laune,Launen,,,,the mood,B1,emotions
2797,Asche,NOUN,2458,die,f,Asche,Aschen,,,,the ash,A2,nature
2798,Spion,NOUN,2455,der,m,Spions,Spione,,,,the spy,B1,communication
2799,scharf,ADJ,2455,,,,,,,,sharp,A2,common_adjectives
2800,hervorragend,ADV,2453,,,,,,,,excellently,B1,common_adjectives
2801,verärgern,ADV,2453,,,,,,,,annoyingly,B1,emotions
2802,lenken,VERB,2453,,,,,haben,lenkte,gelenkt,to steer,B1,common_verbs
2803,Überfall,NOUN,2451,der,m,Überfalls,Überfälle,,,,the attack,B2,communication
2804,unwichtig,ADV,2450,,,,,,,,unimportantly,B1,common_adjectives
2805,Linker,NOUN,2449,der,m,Linkers,Linker,,,,the left-winger,B1,sports
2806,Übung,NOUN,2449,die,f,Übung,Übungen,,,,the exercise,A1,education
2807,Buffy,NOUN,2449,die,f,Buffy,Buffys,,,,Buffy,A1,communication
2808,ablaufen,VERB,2449,,,,,sein,lief ab,abgelaufen,to elapse,B1,common_verbs
2809,gesund,ADJ,2449,,,,,,,,healthy,A1,body_health
2810,Franzose,NOUN,2446,der,m,Franzosen,Franzosen,,,,the Frenchman,A1,communication
2811,Schwäche,NOUN,2446,die,f,Schwäche,Schwächen,,,,the weakness,B1,emotions
2812,grant,ADV,2443,,,,,,,,morose,C1,emotions
2813,atmen,VERB,2442,,,,,haben,atmete,geatmet,to breathe,A2,body_health
2814,Assistent,NOUN,2441,der,m,Assistenten,Assistenten,,,,the assistant,B1,work
2815,ersticken,VERB,2441,,,,,sein,erstickte,erstickt,to suffocate,B2,body_health
2816,erleichtern,VERB,2440,,,,,haben,erleichterte,erleichtert,to relieve,B1,emotions
2817,Passagier,NOUN,2440,der,m,Passagiers,Passagiere,,,,the passenger,A2,travel
2818,Ausdruck,NOUN,2439,der,m,Ausdrucks,Ausdrücke,,,,the expression,B1,communication
2819,scheitern,VERB,2439,,,,,sein,scheiterte,gescheitert,to fail,B1,common_verbs
2820,pleite,ADV,2438,,,,,,,,broke,B1,money
2821,Knopf,NOUN,2438,der,m,Knopfs,Knöpfe,,,,the button,A1,clothing
2822,abbrechen,VERB,2438,,,,,haben,brach ab,abgebrochen,to break off,B1,common_verbs
2823,schlimm,ADV,2437,,,,,,,,badly,A2,common_adjectives
2824,Katie,NOUN,2436,die,f,Katie,Katies,,,,Katie,A1,communication
2825,bedauern,VERB,2435,,,,,haben,bedauerte,bedauert,to regret,B1,emotions
2826,investieren,VERB,2434,,,,,haben,investierte,investiert,to invest,B1,money
2827,Shane,NOUN,2431,,m,Shanes,Shanes,,,,Shane (proper name),A1,communication
2828,zurückgehen,VERB,2431,,,,,sein,ging zurück,zurückgegangen,to go back,B1,common_verbs
2829,trinksen,VERB,2430,,,,,haben,trinksente,trinkgesen,to tilt (archaic/dialectal),C1,common_verbs
2830,zurückbringen,VERB,2430,,,,,haben,brachte zurück,zurückgebracht,to bring back,B1,common_verbs
2831,ehrlich,ADJ,2428,,,,,,,,honest,A2,common_adjectives
2832,Rad,NOUN,2427,das,n,Rades,Räder,,,,the wheel,A1,travel
2833,baden,VERB,2427,,,,,haben,badete,gebadet,to bathe,A1,body_health
2834,mächtig,ADV,2426,,,,,,,,"mighty, powerful",B1,common_adjectives
2835,Objekt,NOUN,2426,das,n,Objekts,Objekte,,,,the object,B1,education
2836,lustig,ADJ,2424,,,,,,,,"funny, cheerful",A1,emotions
2837,deuten,VERB,2423,,,,,haben,deutete,gedeutet,"to point, to interpret",B1,common_verbs
2838,quietschen,VERB,2422,,,,,haben,quiestschte,gequietscht,to squeak,B2,common_verbs
2839,entgehen,VERB,2422,,,,,sein,entging,entgangen,to escape,B2,common_verbs
2840,Atem,NOUN,2420,der,m,Atems,Atemzüge,,,,the breath,A2,body_health
2841,Flur,NOUN,2420,der,m,Flurs,Flure,,,,the hallway,A2,home
2842,Konsequenz,NOUN,2418,die,f,Konsequenz,Konsequenzen,,,,the consequence,B1,education
2843,Zauberer,NOUN,2417,der,m,Zauberers,Zauberer,,,,the magician,A2,communication
2844,Umgebung,NOUN,2416,die,f,Umgebung,Umgebungen,,,,the surroundings,B1,nature
2845,verderben,VERB,2416,,,,,haben,verdarb,verdorben,"to spoil, to ruin",B1,common_verbs
2846,dunkel,VERB,2415,,,,,sein,dunkelte,gedunkelt,to grow dark,B1,common_verbs
2847,mieten,VERB,2414,,,,,haben,mietete,gemietet,to rent,A2,home
2848,Erwachsene,ADJ,2412,,,,,,,,adult,A2,family
2849,verpflichten,VERB,2412,,,,,haben,verpflichtete,verpflichtet,to oblige,B2,common_verbs
2850,ungewöhnlich,ADJ,2411,,,,,,,,unusual,B1,common_adjectives
2851,vergessen,VERB,2409,,,,,haben,vergaß,vergessen,to forget,A1,common_verbs
2852,Partei,NOUN,2408,die,f,Partei,Parteien,,,,the party,B1,work
2853,Platz,NOUN,2407,der,m,Platzes,Plätze,,,,the place,A1,home
2854,Unterschrift,NOUN,2407,die,f,Unterschrift,Unterschriften,,,,the signature,B1,communication
2855,Verlass,NOUN,2403,der,m,Verlasses,Verlasse,,,,the reliance,B2,emotions
2856,zusammenarbeiten,VERB,2402,,,,,haben,arbeitete zusammen,zusammengearbeitet,to collaborate,B1,work
2857,einschließen,VERB,2400,,,,,haben,schloss ein,eingeschlossen,to include,B1,common_verbs
2858,versammeln,VERB,2400,,,,,haben,versammelte,versammelt,to gather,B1,common_verbs
2859,Mommy,VERB,2398,,,,,,,,mommy (not a German verb),A1,family
2860,grau,ADJ,2398,,,,,,,,grey,A1,common_adjectives
2861,Nacht,NOUN,2397,die,f,Nacht,Nächte,,,,the night,A1,time
2862,Krankenschwester,NOUN,2395,die,f,Krankenschwester,Krankenschwestern,,,,the nurse,A2,body_health
2863,romantisch,ADV,2393,,,,,,,,romantically,B1,emotions
2864,verwickeln,VERB,2393,,,,,haben,verwickelte,verwickelt,to involve,B2,common_verbs
2865,Marke,NOUN,2393,die,f,Marke,Marken,,,,the brand,B1,work
2866,Mutter,NOUN,2393,die,f,Mutter,Mütter,,,,the mother,A1,family
2867,drücken,VERB,2392,,,,,haben,drückte,gedrückt,to press,A2,common_verbs
2868,Leistung,NOUN,2391,die,f,Leistung,Leistungen,,,,the performance,B1,work
2869,Niger,NOUN,2388,der,m,Nigers,Niger,,,,the Niger,B1,nature
2870,reizend,ADV,2387,,,,,,,,charmingly,B2,common_adjectives
2871,gerade,ADV,2386,,,,,,,,just,A2,function_words
2872,Leib,NOUN,2385,der,m,Leibes,Leiber,,,,the body,B1,body_health
2873,scheißen,VERB,2384,,,,,haben,schiss,geschissen,to shit,B1,body_health
2874,Ärztin,NOUN,2384,die,f,Ärztin,Ärztinnen,,,,the female doctor,A1,body_health
2875,wiegen,VERB,2382,,,,,haben,wog,gewogen,to weigh,A2,body_health
2876,müssen,VERB,2381,,,,,haben,musste,gemusst,to have to,A1,common_verbs
2877,Botschafter,NOUN,2379,der,m,Botschafters,Botschafter,,,,the ambassador,B2,work
2878,umarmen,VERB,2378,,,,,haben,umarmte,umarmt,to embrace,B1,emotions
2879,Kopf,NOUN,2377,der,m,Kopfes,Köpfe,,,,the head,A1,body_health
2880,kopfschmerzen,VERB,2376,,,,,haben,kopfschmerzte,kopfgeschmerzt,to have a headache,A2,body_health
2881,Öl,NOUN,2376,das,n,Öls,Öle,,,,the oil,A2,food_drink
2882,ersparen,VERB,2376,,,,,haben,ersparte,erspart,to save,B1,money
2883,Liebhaber,NOUN,2374,der,m,Liebhabers,Liebhaber,,,,the lover,B1,emotions
2884,Knarre,NOUN,2373,die,f,Knarre,Knarren,,,,the gun,C1,communication
2885,Sekretärin,NOUN,2373,die,f,Sekretärin,Sekretärinnen,,,,the secretary,A2,work
2886,belieben,ADV,2373,,,,,,,,to please,C1,function_words
2887,zielen,VERB,2373,,,,,haben,zielte,gezielt,to aim,B1,common_verbs
2888,ansprechen,VERB,2372,,,,,haben,sprach an,angesprochen,to address,B1,communication
2889,handschellen,VERB,2371,,,,,haben,handschellte,handschellt,to handcuff,B2,common_verbs
2890,Bande,NOUN,2368,die,f,Bande,Banden,,,,the gang,B1,communication
2891,treu,ADV,2368,,,,,,,,faithful,B1,common_adjectives
2892,Albtraum,NOUN,2366,der,m,Albtraumes,Albträume,,,,the nightmare,B1,emotions
2893,Witwe,NOUN,2365,die,f,Witwe,Witwen,,,,the widow,B1,family
2894,beschissen,VERB,2360,,,,,haben,beschiss,beschissen,to deceive,B2,common_verbs
2895,bewaffnen,ADV,2358,,,,,,,,armed,B2,common_adjectives
2896,Wirkung,NOUN,2355,die,f,Wirkung,Wirkungen,,,,the effect,B1,common_verbs
2897,rausgehen,VERB,2355,,,,,sein,ging raus,rausgegangen,to go out,A2,common_verbs
2898,Therapie,NOUN,2353,die,f,Therapie,Therapien,,,,the therapy,B2,body_health
2899,travisn,VERB,2352,,,,,haben,,,unknown,C1,common_verbs
2900,aushalten,VERB,2352,,,,,haben,hielt aus,ausgehalten,to endure,B1,common_verbs
2901,amüsieren,VERB,2351,,,,,haben,amüsierte,amüsiert,to amuse,B1,emotions
2902,ordentlich,ADV,2351,,,,,,,,"properly, neatly",A2,common_adjectives
2903,belügen,VERB,2349,,,,,haben,belog,belogen,to lie to,B1,communication
2904,Ansicht,NOUN,2348,die,f,Ansicht,Ansichten,,,,"the view, the opinion",B1,communication
2905,unterzeichnen,VERB,2346,,,,,haben,unterzeichnete,unterzeichnet,to sign,B2,work
2906,dämlich,ADV,2345,,,,,,,,"stupid, silly",B1,common_adjectives
2907,Leutnant,NOUN,2344,der,m,Leutnants,Leutnante,,,,the lieutenant,B2,work
2908,blockieren,VERB,2343,,,,,haben,blockierte,blockiert,to block,B1,common_verbs
2909,Ankunft,NOUN,2340,die,f,Ankunft,Ankünfte,,,,the arrival,A2,travel
2910,Experiment,NOUN,2338,das,n,Experiments,Experimente,,,,the experiment,B1,education
2911,gemütlich,ADV,2338,,,,,,,,"cozy, comfortable",B1,home
2912,übernachten,VERB,2338,,,,,haben,übernachtete,übernachtet,to stay overnight,A2,travel
2913,Abstand,NOUN,2337,der,m,Abstandes,Abstände,,,,the distance,B1,common_verbs
2914,Bewusstsein,NOUN,2337,das,n,Bewusstseins,Bewusstseine,,,,"the consciousness, the awareness",B2,body_health
2915,Treffer,NOUN,2336,der,m,Treffers,Treffer,,,,the hit,B1,sports
2916,Fürst,NOUN,2336,der,m,Fürsten,Fürsten,,,,the prince,B2,work
2917,kichern,VERB,2333,,,,,haben,kicherte,gekichert,to giggle,B1,emotions
2918,offiziell,ADJ,2333,,,,,,,,official,B1,common_adjectives
2919,Handel,NOUN,2332,der,m,Handels,Handelsarten,,,,"the trade, the commerce",B1,work
2920,Religion,NOUN,2332,die,f,Religion,Religionen,,,,the religion,B1,education
2921,wunden,VERB,2330,,,,,haben,wundete,gewundet,to wound,B1,body_health
2922,absetzen,VERB,2329,,,,,haben,setzte ab,abgesetzt,"to set down, to depose",B2,common_verbs
2923,Ausrüstung,NOUN,2327,die,f,Ausrüstung,Ausrüstungen,,,,the equipment,B1,work
2924,Segen,NOUN,2327,der,m,Segens,Segen,,,,the blessing,B1,emotions
2925,schlafen,VERB,2326,,,,,haben,schlief,geschlafen,to sleep,A1,common_verbs
2926,Kehln,VERB,2324,,,,,haben,kehlte,gekehlt,to throat/to warble,B2,common_verbs
2927,aufbrechen,VERB,2323,,,,,sein,brach auf,aufgebrochen,to depart,B1,travel
2928,gelb,ADJ,2320,,,,,,,,yellow,A1,common_adjectives
2929,Tracy,VERB,2319,,,,,,,,unknown verb,C1,common_verbs
2930,verfluchen,VERB,2318,,,,,haben,verfluchte,verflucht,to curse,B2,emotions
2931,bestimmen,VERB,2318,,,,,haben,bestimmte,bestimmt,to determine,B1,common_verbs
2932,hell,ADV,2312,,,,,,,,brightly,A2,common_adjectives
2933,Kapitel,NOUN,2311,das,n,Kapitels,Kapitel,,,,the chapter,A2,education
2934,sehnen,VERB,2311,,,,,haben,sehnte,gesehnt,to long for,B1,emotions
2935,Chase,NOUN,2310,,,,,,,,chase,B1,common_verbs
2936,nirgends,ADV,2308,,,,,,,,nowhere,A2,function_words
2937,Beute,NOUN,2307,die,f,Beute,Beuten,,,,the booty,B1,work
2938,Bau,NOUN,2306,der,m,Baus,Bauten,,,,the building,B1,home
2939,wandern,VERB,2305,,,,,sein,wanderte,gewandert,to hike,A2,sports
2940,national,ADJ,2305,,,,,,,,national,B1,common_adjectives
2941,Durst,NOUN,2304,der,m,Durstes,Dürste,,,,the thirst,A2,body_health
2942,sicherstellen,VERB,2303,,,,,haben,stellte sicher,sichergestellt,to ensure,B2,common_verbs
2943,Zuschauer,NOUN,2300,der,m,Zuschauers,Zuschauer,,,,the spectator,B1,sports
2944,Juli,NOUN,2297,der,m,Juli,Juli,,,,the July,A1,time
2945,Verfahren,NOUN,2296,das,n,Verfahrens,Verfahren,,,,the procedure,B2,work
2946,Tablett,NOUN,2296,das,n,Tabletts,Tabletts,,,,the tray,B1,home
2947,anzeigen,VERB,2294,,,,,haben,zeigte an,angezeigt,to indicate,B1,common_verbs
2948,Inspector,NOUN,2293,der,m,Inspectors,Inspektoren,,,,the inspector,B1,work
2949,allzu,PART,2292,,,,,,,,too,A2,function_words
2950,dürfen,VERB,2289,,,,,haben,durfte,gedurft,to be allowed to,A1,common_verbs
2951,häufig,ADV,2289,,,,,,,,often,A2,time
2952,Hitze,NOUN,2288,die,f,Hitze,Hitze,,,,the heat,A2,nature
2953,wegnehmen,VERB,2288,,,,,haben,wegnahm,weggenommen,to take away,B1,common_verbs
2954,antreten,VERB,2288,,,,,sein,antrat,angetreten,to start; to line up,B2,common_verbs
2955,TV,NOUN,2287,der,m,TVs,TVs,,,,the television,A1,technology
2956,checken,VERB,2286,,,,,haben,checkte,gecheckt,to check,A2,common_verbs
2957,Muster,NOUN,2285,das,n,Musters,Muster,,,,the pattern,B1,common_adjectives
2958,trocken,ADV,2280,,,,,,,,dry,A2,common_adjectives
2959,Lincoln,NOUN,2280,,m,Lincolns,Lincolns,,,,Lincoln,B2,education
2960,schreibst,ADV,2280,,,,,,,,you write,A1,communication
2961,Quinn,NOUN,2280,,m,Quinns,Quinns,,,,Quinn,B2,communication
2962,Probier,NOUN,2279,,,,,,,,tasting,B1,food_drink
2963,auflösen,VERB,2279,,,,,haben,löste auf,aufgelöst,to dissolve; to resolve,B2,common_verbs
2964,Kids,NOUN,2278,die,f,Kids,Kids,,,,the kids,A1,family
2965,Kämpfer,NOUN,2277,der,m,Kämpfers,Kämpfer,,,,the fighter,B1,sports
2966,verehren,VERB,2276,,,,,haben,verehrte,verehrt,to revere; to worship,B2,emotions
2967,anrichten,VERB,2275,,,,,haben,richtete an,angerichtet,to prepare; to cause,B1,food_drink
2968,Paket,NOUN,2274,das,n,Pakets,Pakete,,,,the package,A2,travel
2969,Ausweg,NOUN,2268,der,m,Auswegs,Auswege,,,,the way out,B2,common_verbs
2970,hinweg,ADP,2268,,,,,,,,away; over,B1,function_words
2971,Schmuck,NOUN,2268,der,m,Schmucks,Schmuck,,,,the jewelry,B1,clothing
2972,Kandidat,NOUN,2268,der,m,Kandidaten,Kandidaten,,,,the candidate,B1,education
2973,Ausgang,NOUN,2267,der,m,Ausgangs,Ausgänge,,,,the exit,B1,travel
2974,wunderschön,ADJ,2266,,,,,,,,beautiful; wonderful,A2,common_adjectives
2975,Ann,NOUN,2265,,f,Anns,Anns,,,,Ann,A1,family
2976,dünn,ADV,2265,,,,,,,,thinly,A2,common_adjectives
2977,beseitigen,VERB,2264,,,,,haben,beseitigte,beseitigt,to remove,B1,common_verbs
2978,illegal,ADV,2263,,,,,,,,illegally,B1,common_adjectives
2979,dummen,VERB,2256,,,,,haben,dummte,gedummt,to make dumb,B2,common_verbs
2980,elend,ADV,2256,,,,,,,,miserably,B2,emotions
2981,Ausbildung,NOUN,2255,die,f,Ausbildung,Ausbildungen,,,,the training,A2,education
2982,Klavier,ADJ,2255,,,,,,,,piano,A2,technology
2983,Admiral,NOUN,2253,der,m,Admirals,Admiräle,,,,the admiral,B2,work
2984,entgegen,ADP,2250,,,,,,,,against,B1,function_words
2985,Strecke,NOUN,2249,die,f,Strecke,Strecken,,,,the route,A2,travel
2986,hilfreich,ADV,2247,,,,,,,,helpfully,B1,common_adjectives
2987,ausbrechen,VERB,2247,,,,,sein,brach aus,ausgebrochen,to break out,B1,common_verbs
2988,jahrelang,ADV,2246,,,,,,,,for years,B1,time
2989,eintreffen,VERB,2245,,,,,sein,traf ein,eingetroffen,to arrive,B1,common_verbs
2990,Küste,NOUN,2244,die,f,Küste,Küsten,,,,the coast,A2,nature
2991,Baron,NOUN,2244,der,m,Barons,Barone,,,,the baron,B2,work
2992,beschädigen,VERB,2244,,,,,haben,beschädigte,beschädigt,to damage,B1,common_verbs
2993,Grüße,NOUN,2243,die,f,Grüße,Grüße,,,,the greetings,A1,greetings
2994,Alternative,NOUN,2241,die,f,Alternative,Alternativen,,,,the alternative,B1,common_verbs
2995,Pul,ADV,2240,,,,,,,,pulley,C1,technology
2996,Rettung,NOUN,2239,die,f,Rettung,Rettungen,,,,the rescue,B1,body_health
2997,Parkplatz,NOUN,2238,der,m,Parkplatzes,Parkplätze,,,,the parking lot,A2,travel
2998,Katze,NOUN,2237,die,f,Katze,Katzen,,,,the cat,A1,nature
2999,dreckig,ADV,2237,,,,,,,,dirtily,A2,common_adjectives
3000,ausnutzen,VERB,2237,,,,,haben,nutzte aus,ausgenutzt,to exploit,B1,common_verbs
3001,parken,VERB,2236,,,,,haben,parkte,geparkt,to park,A1,travel
3002,Laster,NOUN,2235,der,m,Lasters,Laster,,,,the truck,A2,travel
3003,sozusagen,ADV,2235,,,,,,,,so to speak,B1,function_words
3004,Mittwoch,NOUN,2235,der,m,Mittwochs,Mittwoche,,,,the Wednesday,A1,time
3005,brutal,ADV,2234,,,,,,,,brutally,B1,common_adjectives
3006,grün,ADJ,2233,,,,,,,,green,A1,common_adjectives
3007,können,VERB,2233,,,,,haben,konnte,gekonnt,"can, to be able to",A1,common_verbs
3008,erpressen,VERB,2232,,,,,haben,erpresste,erpresst,to blackmail,B2,communication
3009,erregen,VERB,2231,,,,,haben,erregte,erregt,"to excite, to arouse",B1,emotions
3010,Schauspielerin,NOUN,2229,die,f,Schauspielerin,Schauspielerinnen,,,,the actress,A2,work
3011,Forschung,NOUN,2229,die,f,Forschung,Forschungen,,,,the research,B1,education
3012,singen,VERB,2228,,,,,haben,sang,gesungen,to sing,A1,common_verbs
3013,Highschool,NOUN,2226,die,f,Highschool,Highschools,,,,the high school,A2,education
3014,Friedhof,NOUN,2226,der,m,Friedhofs,Friedhöfe,,,,the cemetery,B1,home
3015,Irrtum,NOUN,2225,der,m,Irrtums,Irrtümer,,,,the mistake,B1,communication
3016,reinigen,VERB,2225,,,,,haben,reinigte,gereinigt,to clean,A2,home
3017,Klient,NOUN,2224,der,m,Klienten,Klienten,,,,the client,B1,work
3018,reverend,ADV,2223,,,,,,,,reverently,C1,common_adjectives
3019,Gegenwart,NOUN,2223,die,f,Gegenwart,Gegenwarten,,,,the present,B1,time
3020,Protokoll,NOUN,2223,das,n,Protokolls,Protokolle,,,,the protocol,B1,work
3021,durchaus,ADV,2221,,,,,,,,"quite, certainly",B1,function_words
3022,höflich,ADV,2221,,,,,,,,politely,A2,common_adjectives
3023,apropos,ADV,2219,,,,,,,,by the way,B1,function_words
3024,unterscheiden,VERB,2219,,,,,haben,unterschied,unterschieden,to distinguish,B1,common_verbs
3025,ansonsten,ADV,2218,,,,,,,,otherwise,B1,function_words
3026,Wade,NOUN,2218,die,f,Wade,Waden,,,,the calf,B1,body_health
3027,Missverständnis,NOUN,2218,das,n,Missverständnisses,Missverständnisse,,,,the misunderstanding,B1,communication
3028,erfassen,VERB,2217,,,,,haben,erfasste,erfasst,to grasp,B1,common_verbs
3029,Motorrad,NOUN,2216,das,n,Motorrads,Motorräder,,,,the motorcycle,A2,travel
3030,flüchten,VERB,2215,,,,,sein,flüchtete,geflüchtet,to flee,B1,common_verbs
3031,hübsch,ADJ,2212,,,,,,,,pretty,A2,common_adjectives
3032,dick,ADJ,2212,,,,,,,,thick,A2,common_adjectives
3033,verweigern,VERB,2212,,,,,haben,verweigerte,verweigert,to refuse,B1,common_verbs
3034,fesseln,VERB,2209,,,,,haben,fesselte,gefesselt,to chain,B2,common_verbs
3035,Huhn,NOUN,2206,das,n,Huhns,Hühner,,,,the chicken,A1,food_drink
3036,angeln,VERB,2206,,,,,haben,angelte,geangelt,to fish,A2,sports
3037,Paradies,NOUN,2205,das,n,Paradieses,Paradiese,,,,the paradise,B1,nature
3038,Tagebuch,NOUN,2205,das,n,Tagebuchs,Tagebücher,,,,the diary,A2,education
3039,jenseits,ADP,2204,,,,,,,,beyond,B2,function_words
3040,Arschlöcher,NOUN,2204,die,f,Arschlöcher,Arschlöcher,,,,the assholes,C1,communication
3041,Apartment,NOUN,2204,das,n,Apartments,Apartments,,,,the apartment,A2,home
3042,erzeugen,VERB,2203,,,,,haben,erzeugte,erzeugt,to produce,B1,common_verbs
3043,vergessen,VERB,2202,,,,,haben,vergaß,vergessen,to forget,A2,common_verbs
3044,abhängen,VERB,2202,,,,,haben,hing ab,abgehangen,to depend,B1,common_verbs
3045,Greg,NOUN,2201,,m,Gregs,,,,,Greg,A1,family
3046,Fleck,NOUN,2200,der,m,Flecks,Flecke,,,,the stain,A2,home
3047,faszinierend,ADV,2200,,,,,,,,fascinatingly,B1,common_adjectives
3048,MacGyver,NOUN,2199,,m,MacGyvers,,,,,MacGyver,B2,technology
3049,Führerschein,NOUN,2199,der,m,Führerscheins,Führerscheine,,,,the driver's license,A2,travel
3050,Ben,NOUN,2197,,m,Bens,,,,,Ben,A1,family
3051,Front,NOUN,2197,die,f,Front,Fronten,,,,the front,B1,travel
3052,Verhältnis,NOUN,2197,das,n,Verhältnisses,Verhältnisse,,,,the relationship,B1,family
3053,Normal,VERB,2196,,,,,haben,normalte,genormaltet,to normalize,B2,common_verbs
3054,teilnehmen,VERB,2195,,,,,haben,nahm teil,teilgenommen,to participate,A2,common_verbs
3055,Stift,NOUN,2194,der,m,Stifts,Stifte,,,,the pen,A1,education
3056,süßen,VERB,2193,,,,,haben,süßte,gesüßt,to sweeten,B1,food_drink
3057,befördern,VERB,2192,,,,,haben,beförderte,befördert,to transport,B1,travel
3058,sauber,ADJ,2192,,,,,,,,clean,A1,common_adjectives
3059,Werbung,NOUN,2188,die,f,Werbung,Werbungen,,,,the advertisement,B1,technology
3060,aufmerksam,ADV,2187,,,,,,,,attentively,A2,common_adjectives
3061,zuschlagen,VERB,2187,,,,,haben,schlug zu,zugeschlagen,to strike,B1,common_verbs
3062,durchziehen,VERB,2184,,,,,haben,durchzog,durchzogen,to pull through,B1,common_verbs
3063,Einzelner,PRON,2182,,,,,,,,individual,B1,function_words
3064,einrichten,VERB,2182,,,,,haben,richtete ein,eingerichtet,to furnish,A2,home
3065,infizieren,VERB,2181,,,,,haben,infizierte,infiziert,to infect,B2,body_health
3066,auslöschen,VERB,2178,,,,,haben,löschte aus,ausgelöscht,to extinguish,B1,common_verbs
3067,Vorwurf,NOUN,2177,der,m,Vorwurfs,Vorwürfe,,,,the accusation,B2,communication
3068,vornehmen,VERB,2177,,,,,haben,nahm vor,vorgenommen,to undertake,B1,common_verbs
3069,Trainer,NOUN,2176,der,m,Trainers,Trainer,,,,the trainer,A2,sports
3070,Schuh,NOUN,2176,der,m,Schuhs,Schuhe,,,,the shoe,A1,clothing
3071,bomben,VERB,2176,,,,,haben,bombte,gebombt,to bomb,B2,common_verbs
3072,öffentlich,ADV,2176,,,,,,,,publicly,B1,common_adjectives
3073,Bedenken,VERB,2174,,,,,haben,bedachte,bedacht,to consider,B1,common_verbs
3074,foltern,VERB,2174,,,,,haben,folterte,gefoltert,to torture,B2,common_verbs
3075,Tragödie,NOUN,2172,die,f,Tragödie,Tragödien,,,,the tragedy,B2,emotions
3076,ewig,ADJ,2172,,,,,,,,eternal,B1,common_adjectives
3077,Aktivität,NOUN,2169,die,f,Aktivität,Aktivitäten,,,,the activity,B1,work
3078,tapfer,ADV,2167,,,,,,,,bravely,B1,emotions
3079,verloren,ADJ,2167,,,,,,,,lost,A2,common_adjectives
3080,narren,VERB,2165,,,,,haben,narrte,genarrt,to fool,B2,common_verbs
3081,produzieren,VERB,2165,,,,,haben,produzierte,produziert,to produce,B1,work
3082,lose,ADJ,2163,,,,,,,,loose,A2,common_adjectives
